iter	Passed	Remaining
1662	92642	74481
1663	92708	74433
1664	92768	74382
1665	92832	74333
1666	92897	74284
1667	92957	74231
1668	93020	74182
1669	93084	74132
1670	93142	74079
1671	93203	74027
1672	93261	73973
1673	93319	73920
1674	93386	73872
1675	93448	73822
1676	93506	73767
1677	93566	73715
1678	93628	73664
1679	93683	73608
1680	93750	73561
1681	93813	73511
1682	93879	73463
1683	93937	73409
1684	93995	73355
1685	94052	73300
1686	94116	73250
1687	94177	73199
1688	94240	73149
1689	94302	73098
1690	94370	73051
1691	94431	73000
1692	94491	72947
1693	94554	72897
1694	94622	72850
1695	94684	72799
1696	94745	72748
1697	94806	72695
1698	94866	72643
1699	94927	72591
1700	94992	72542
1701	95055	72492
1702	95114	72438
1703	95185	72394
1704	95247	72343
1705	95312	72294
1706	95379	72247
1707	95432	72189
1708	95493	72136
1709	95556	72086
1710	95615	72033
1711	95675	71979
1712	95736	71928
1713	95798	71876
1714	95859	71824
1715	95923	71775
1716	95987	71724
1717	96043	71669
1718	96099	71613
1719	96157	71559
1720	96211	71501
1721	96276	71452
1722	96336	71399
1723	96392	71343
1724	96451	71290
1725	96501	71230
1726	96565	71179
1727	96631	71131
1728	96688	71076
1729	96756	71029
1730	96811	70972
1731	96869	70918
1732	96929	70865
1733	96983	70807
1734	97054	70762
1735	97110	70707
1736	97178	70660
1737	97246	70612
1738	97303	70557
1739	97368	70508
1740	97432	70458
1741	97495	70407
1742	97554	70353
1743	97613	70299
1744	97667	70242
1745	97729	70190
1746	97794	70141
1747	97862	70093
1748	97923	70041
1749	97983	69988
1750	98039	69932
1751	98101	69880
1752	98173	69835
1753	98235	69784
1754	98301	69735
1755	98359	69680
1756	98417	69626
1757	98468	69566
1758	98528	69513
1759	98581	69455
1760	98644	69403
1761	98698	69346
1762	98765	69298
1763	98826	69245
1764	98885	69191
1765	98954	69145
1766	99011	69089
1767	99072	69036
1768	99132	68983
1769	99197	68933
1770	99256	68879
1771	99313	68824
1772	99380	68776
1773	99434	68718
1774	99499	68668
1775	99560	68616
1776	99615	68559
1777	99675	68506
1778	99739	68455
1779	99794	68398
1780	99853	68344
1781	99910	68288
1782	99969	68235
1783	100024	68178
1784	100087	68126
1785	100152	68076
1786	100215	68025
1787	100269	67968
1788	100338	67920
1789	100405	67871
1790	100459	67814
1791	100547	67780
1792	100606	67725
1793	100675	67678
1794	100730	67621
1795	100788	67566
1796	100849	67513
1797	100912	67462
1798	100971	67407
1799	101032	67354
1800	101098	67305
1801	101160	67253
1802	101219	67198
1803	101289	67151
1804	101359	67105
1805	101429	67057
1806	101494	67007
1807	101558	66956
1808	101684	66946
1809	101750	66896
1810	101816	66847
1811	101874	66792
1812	101940	66742
1813	102004	66690
1814	102068	66639
1815	102129	66586
1816	102192	66534
1817	102253	66481
1818	102315	66428
1819	102380	66378
1820	102442	66326
1821	102508	66276
1822	102577	66228
1823	102646	66180
1824	102709	66128
1825	102777	66079
1826	102842	66028
1827	102902	65974
1828	102963	65921
1829	103023	65867
1830	103089	65817
1831	103145	65761
1832	103211	65710
1833	103274	65658
1834	103341	65608
1835	103403	65556
1836	103469	65506
1837	103536	65456
1838	103596	65402
1839	103656	65348
1840	103715	65294
1841	103779	65242
1842	103846	65192
1843	103911	65141
1844	103966	65084
1845	104036	65036
1846	104101	64985
1847	104158	64929
1848	104222	64878
1849	104292	64830
1850	104354	64777
1851	104412	64722
1852	104474	64669
1853	104530	64612
1854	104593	64560
1855	104659	64509
1856	104718	64455
1857	104777	64400
1858	104843	64350
1859	104906	64297
1860	104971	64246
1861	105029	64191
1862	105089	64136
1863	105152	64084
1864	105212	64029
1865	105275	63977
1866	105345	63929
1867	105404	63874
1868	105465	63821
1869	105529	63769
1870	105593	63716
1871	105656	63664
1872	105723	63614
1873	105786	63561
1874	105846	63507
1875	105908	63454
1876	105962	63397
1877	106026	63344
1878	106091	63293
1879	106153	63240
1880	106211	63184
1881	106277	63134
1882	106338	63080
1883	106399	63026
1884	106461	62973
1885	106520	62918
1886	106587	62867
1887	106651	62815
1888	106710	62761
1889	106772	62707
1890	106841	62658
1891	106905	62606
1892	106959	62548
1893	107021	62494
1894	107090	62445
1895	107148	62390
1896	107205	62334
1897	107260	62276
1898	107324	62224
1899	107387	62171
1900	107449	62118
1901	107515	62067
1902	107575	62012
1903	107631	61955
1904	107690	61900
1905	107759	61851
1906	107822	61798
1907	107878	61741
1908	107939	61688
1909	108001	61634
1910	108061	61579
1911	108126	61527
1912	108183	61471
1913	108249	61420
1914	108316	61369
1915	108382	61318
1916	108445	61265
1917	108498	61207
1918	108562	61154
1919	108630	61104
1920	108690	61049
1921	108753	60996
1922	108817	60944
1923	108877	60889
1924	108942	60837
1925	109006	60785
1926	109070	60733
1927	109133	60679
1928	109200	60629
1929	109271	60580
1930	109346	60533
1931	109412	60482
1932	109468	60425
1933	109532	60373
1934	109602	60323
1935	109663	60269
1936	109729	60218
1937	109789	60163
1938	109851	60109
1939	109917	60058
1940	109978	60003
1941	110043	59951
1942	110115	59903
1943	110170	59845
1944	110235	59793
1945	110303	59742
1946	110364	59688
1947	110431	59637
1948	110498	59586
1949	110565	59535
1950	110634	59485
1951	110688	59426
1952	110754	59375
1953	110801	59313
1954	110865	59260
1955	110932	59209
1956	110998	59157
1957	111067	59107
1958	111133	59055
1959	111199	59003
1960	111254	58946
1961	111310	58888
1962	111377	58837
1963	111441	58784
1964	111512	58735
1965	111578	58683
1966	111653	58636
1967	111720	58585
1968	111794	58537
1969	111872	58491
1970	111963	58452
1971	112077	58425
1972	112157	58381
1973	112239	58337
1974	112358	58312
1975	112483	58290
1976	112565	58246
1977	112703	58231
1978	112817	58204
1979	112907	58164
1980	112989	58120
1981	113055	58067
1982	113139	58024
1983	113226	57982
1984	113337	57953
1985	113457	57928
1986	113543	57886
1987	113609	57833
1988	113670	57778
1989	113739	57727
1990	113815	57679
1991	113887	57629
1992	113962	57581
1993	114037	57533
1994	114172	57515
1995	114259	57473
1996	114333	57424
1997	114419	57381
1998	114504	57338
1999	114585	57292
2000	114662	57245
2001	114738	57197
2002	114805	57144
2003	114872	57092
2004	114953	57046
2005	115021	56994
2006	115078	56937
2007	115143	56883
2008	115214	56833
2009	115291	56785
2010	115360	56733
2011	115440	56687
2012	115537	56649
2013	115622	56605
2014	115686	56551
2015	115756	56500
2016	115829	56450
2017	115903	56401
2018	115967	56346
2019	116041	56297
2020	116122	56251
2021	116209	56208
2022	116305	56169
2023	116412	56135
2024	116506	56095
2025	116595	56053
2026	116673	56005
2027	116756	55960
2028	116842	55916
2029	116945	55880
2030	117015	55828
2031	117101	55784
2032	117181	55737
2033	117265	55692
2034	117341	55643
2035	117429	55600
2036	117495	55546
2037	117568	55495
2038	117636	55443
2039	117702	55389
2040	117781	55341
2041	117869	55298
2042	117942	55247
2043	118015	55197
2044	118091	55147
2045	118251	55137
2046	118332	55090
2047	118395	55035
2048	118462	54981
2049	118522	54925
2050	118589	54871
2051	118653	54816
2052	118716	54760
2053	118779	54705
2054	118836	54647
2055	118904	54594
2056	118974	54542
2057	119048	54491
2058	119117	54438
2059	119184	54385
2060	119244	54328
2061	119310	54273
2062	119374	54218
2063	119439	54164
2064	119518	54116
2065	119584	54062
2066	119648	54006
2067	119720	53955
2068	119783	53899
2069	119841	53841
2070	119902	53785
2071	119964	53729
2072	120029	53674
2073	120089	53617
2074	120149	53560
2075	120204	53501
2076	120265	53444
2077	120339	53393
2078	120400	53337
2079	120468	53284
2080	120520	53223
2081	120589	53170
2082	120644	53111
2083	120707	53055
2084	120779	53004
2085	120841	52947
2086	120908	52893
2087	120967	52836
2088	121028	52779
2089	121094	52725
2090	121160	52670
2091	121225	52616
2092	121290	52561
2093	121352	52505
2094	121414	52448
2095	121473	52391
2096	121526	52331
2097	121581	52271
2098	121641	52214
2099	121705	52159
2100	121768	52103
2101	121824	52044
2102	121883	51987
2103	121946	51931
2104	122022	51881
2105	122083	51824
2106	122150	51770
2107	122208	51712
2108	122261	51652
2109	122318	51593
2110	122400	51546
2111	122489	51501
2112	122597	51464
2113	122689	51420
2114	122780	51376
2115	122864	51328
2116	122952	51283
2117	123038	51236
2118	123131	51193
2119	123223	51149
2120	123329	51111
2121	123435	51072
2122	123535	51031
2123	123624	50986
2124	123695	50933
2125	123776	50884
2126	123853	50834
2127	123931	50784
2128	123995	50728
2129	124056	50670
2130	124117	50613
2131	124172	50554
2132	124228	50495
2133	124291	50438
2134	124347	50379
2135	124398	50318
2136	124459	50261
2137	124515	50202
2138	124581	50147
2139	124642	50089
2140	124720	50039
2141	124782	49982
2142	124848	49927
2143	124912	49871
2144	124975	49815
2145	125043	49761
2146	125110	49706
2147	125180	49652
2148	125236	49593
2149	125298	49536
2150	125359	49479
2151	125414	49419
2152	125467	49359
2153	125529	49302
2154	125597	49248
2155	125658	49191
2156	125728	49137
2157	125793	49081
2158	125847	49021
2159	125913	48966
2160	125977	48910
2161	126037	48852
2162	126098	48795
2163	126154	48736
2164	126207	48676
2165	126251	48611
2166	126311	48554
2167	126371	48496
2168	126433	48439
2169	126495	48383
2170	126559	48326
2171	126618	48268
2172	126681	48212
2173	126735	48152
2174	126803	48097
2175	126869	48042
2176	126926	47983
2177	127001	47931
2178	127056	47872
2179	127114	47813
2180	127181	47758
2181	127241	47701
2182	127308	47645
2183	127371	47589
2184	127431	47531
2185	127490	47473
2186	127543	47413
2187	127609	47357
2188	127672	47301
2189	127736	47244
2190	127803	47189
2191	127861	47131
2192	127929	47076
2193	127989	47018
2194	128043	46959
2195	128102	46900
2196	128163	46843
2197	128226	46786
2198	128287	46729
2199	128349	46672
2200	128415	46617
2201	128474	46558
2202	128538	46502
2203	128598	46444
2204	128666	46390
2205	128724	46331
2206	128780	46272
2207	128844	46216
2208	128899	46156
2209	128961	46099
2210	129021	46041
2211	129081	45983
2212	129140	45925
2213	129197	45867
2214	129265	45811
2215	129335	45757
2216	129394	45699
2217	129458	45643
2218	129527	45588
2219	129591	45532
2220	129652	45474
2221	129723	45420
2222	129788	45364
2223	129849	45307
2224	129901	45246
2225	129959	45187
2226	130027	45133
2227	130088	45075
2228	130151	45018
2229	130212	44961
2230	130271	44903
2231	130331	44845
2232	130379	44783
2233	130449	44728
2234	130510	44671
2235	130580	44616
2236	130649	44562
2237	130705	44502
2238	130768	44446
2239	130830	44389
2240	130889	44330
2241	130952	44274
2242	131015	44216
2243	131071	44157
2244	131134	44100
2245	131197	44043
2246	131263	43988
2247	131331	43933
2248	131392	43875
2249	131457	43819
2250	131512	43759
2251	131573	43702
2252	131634	43644
2253	131696	43587
2254	131765	43532
2255	131825	43474
2256	131887	43417
2257	131949	43359
2258	132007	43301
2259	132074	43245
2260	132143	43190
2261	132199	43131
2262	132258	43073
2263	132322	43016
2264	132388	42960
2265	132441	42900
2266	132508	42844
2267	132570	42787
2268	132631	42729
2269	132694	42672
2270	132758	42616
2271	132819	42558
2272	132871	42497
2273	132934	42440
2274	132997	42383
2275	133059	42326
2276	133125	42270
2277	133190	42214
2278	133251	42156
2279	133310	42097
2280	133370	42040
2281	133433	41983
2282	133499	41926
2283	133562	41869
2284	133627	41813
2285	133693	41757
2286	133755	41699
2287	133817	41642
2288	133881	41585
2289	133950	41530
2290	134009	41472
2291	134073	41415
2292	134136	41358
2293	134195	41299
2294	134256	41242
2295	134319	41185
2296	134383	41128
2297	134455	41073
2298	134518	41016
2299	134580	40959
2300	134653	40905
2301	134713	40847
2302	134776	40789
2303	134843	40733
2304	134903	40675
2305	134966	40618
2306	135027	40560
2307	135086	40502
2308	135157	40447
2309	135219	40390
2310	135286	40334
2311	135349	40277
2312	135415	40220
2313	135479	40163
2314	135545	40107
2315	135610	40050
2316	135678	39995
2317	135742	39938
2318	135807	39881
2319	135863	39822
2320	135924	39764
2321	135990	39707
2322	136051	39649
2323	136111	39591
2324	136177	39535
2325	136241	39478
2326	136305	39421
2327	136366	39363
2328	136425	39305
2329	136487	39247
2330	136552	39190
2331	136609	39131
2332	136669	39073
2333	136729	39015
2334	136791	38957
2335	136854	38900
2336	136916	38842
2337	136973	38783
2338	137035	38726
2339	137090	38666
2340	137160	38611
2341	137216	38551
2342	137275	38493
2343	137336	38435
2344	137399	38378
2345	137461	38320
2346	137523	38262
2347	137591	38206
2348	137659	38150
2349	137721	38093
2350	137780	38034
2351	137842	37977
2352	137907	37920
2353	137979	37865
2354	138036	37806
2355	138097	37748
2356	138151	37688
2357	138217	37631
2358	138281	37574
2359	138345	37517
2360	138405	37459
2361	138468	37401
2362	138530	37343
2363	138591	37286
2364	138660	37230
2365	138716	37170
2366	138780	37113
2367	138844	37056
2368	138908	36999
2369	138975	36942
2370	139036	36884
2371	139100	36827
2372	139163	36770
2373	139224	36712
2374	139281	36652
2375	139342	36595
2376	139397	36535
2377	139465	36479
2378	139527	36421
2379	139592	36364
2380	139654	36306
2381	139718	36249
2382	139780	36191
2383	139843	36134
2384	139908	36077
2385	139975	36020
2386	140035	35962
2387	140098	35904
2388	140154	35845
2389	140213	35786
2390	140288	35732
2391	140352	35674
2392	140416	35617
2393	140478	35559
2394	140541	35502
2395	140604	35444
2396	140668	35387
2397	140731	35329
2398	140802	35273
2399	140864	35216
2400	140926	35158
2401	140980	35098
2402	141047	35041
2403	141108	34983
2404	141179	34928
2405	141237	34869
2406	141297	34810
2407	141359	34752
2408	141424	34695
2409	141483	34636
2410	141542	34578
2411	141608	34521
2412	141672	34464
2413	141731	34405
2414	141798	34348
2415	141858	34290
2416	141924	34233
2417	141987	34175
2418	142063	34121
2419	142124	34062
2420	142199	34008
2421	142263	33950
2422	142331	33894
2423	142390	33835
2424	142455	33778
2425	142523	33721
2426	142591	33664
2427	142645	33605
2428	142711	33548
2429	142778	33491
2430	142836	33432
2431	142903	33375
2432	142970	33318
2433	143046	33263
2434	143115	33207
2435	143175	33148
2436	143246	33093
2437	143311	33035
2438	143376	32978
2439	143447	32922
2440	143520	32866
2441	143583	32809
2442	143648	32751
2443	143713	32694
2444	143776	32636
2445	143847	32580
2446	143908	32522
2447	143976	32465
2448	144039	32407
2449	144105	32350
2450	144174	32293
2451	144239	32236
2452	144306	32179
2453	144371	32121
2454	144444	32066
2455	144519	32010
2456	144591	31954
2457	144662	31898
2458	144746	31845
2459	144813	31788
2460	144886	31732
2461	144946	31673
2462	145005	31614
2463	145068	31557
2464	145137	31500
2465	145210	31444
2466	145292	31390
2467	145417	31346
2468	145504	31293
2469	145589	31239
2470	145652	31181
2471	145721	31124
2472	145778	31065
2473	145845	31008
2474	145935	30956
2475	146033	30905
2476	146141	30856
2477	146236	30805
2478	146328	30753
2479	146423	30701
2480	146537	30654
2481	146610	30597
2482	146694	30544
2483	146791	30492
2484	146877	30439
2485	146961	30385
2486	147042	30330
2487	147115	30274
2488	147192	30219
2489	147279	30165
2490	147376	30114
2491	147504	30069
2492	147586	30014
2493	147673	29961
2494	147753	29906
2495	147825	29849
2496	147915	29796
2497	148016	29745
2498	148108	29692
2499	148203	29640
2500	148302	29589
2501	148404	29538
2502	148493	29485
2503	148569	29429
2504	148652	29374
2505	148734	29319
2506	148822	29265
2507	148912	29212
2508	148994	29157
2509	149079	29103
2510	149163	29048
2511	149323	29008
2512	149387	28950
2513	149458	28892
2514	149526	28835
2515	149618	28781
2516	149699	28726
2517	149776	28670
2518	149861	28615
2519	149942	28560
2520	150013	28503
2521	150075	28444
2522	150145	28386
2523	150214	28328
2524	150281	28270
2525	150343	28211
2526	150416	28154
2527	150494	28098
2528	150576	28043
2529	150660	27988
2530	150734	27931
2531	150799	27872
2532	150864	27814
2533	150930	27756
2534	150990	27696
2535	151050	27637
2536	151113	27578
2537	151174	27518
2538	151237	27459
2539	151302	27401
2540	151371	27343
2541	151442	27285
2542	151501	27226
2543	151562	27166
2544	151618	27106
2545	151681	27047
2546	151750	26989
2547	151813	26930
2548	151881	26872
2549	151945	26813
2550	152010	26755
2551	152071	26695
2552	152136	26637
2553	152199	26578
2554	152263	26519
2555	152324	26460
2556	152384	26400
2557	152445	26341
2558	152505	26281
2559	152568	26222
2560	152635	26164
2561	152697	26105
2562	152762	26046
2563	152827	25987
2564	152892	25929
2565	152951	25869
2566	153012	25810
2567	153072	25750
2568	153127	25690
2569	153191	25631
2570	153248	25571
2571	153310	25512
2572	153367	25451
2573	153428	25392
2574	153485	25332
2575	153547	25273
2576	153604	25213
2577	153666	25154
2578	153721	25093
2579	153780	25034
2580	153833	24973
2581	153889	24913
2582	153948	24853
2583	154005	24793
2584	154073	24735
2585	154136	24676
2586	154194	24616
2587	154260	24557
2588	154320	24498
2589	154387	24439
2590	154447	24380
2591	154501	24319
2592	154562	24260
2593	154627	24201
2594	154687	24142
2595	154745	24082
2596	154805	24022
2597	154871	23964
2598	154972	23910
2599	155090	23860
2600	155191	23806
2601	155295	23753
2602	155382	23698
2603	155476	23643
2604	155574	23589
2605	155666	23535
2606	155753	23479
2607	155845	23424
2608	155949	23371
2609	156078	23322
2610	156202	23271
2611	156355	23225
2612	156433	23168
2613	156492	23108
2614	156545	23047
2615	156615	22989
2616	156675	22929
2617	156738	22870
2618	156799	22810
2619	156853	22749
2620	156918	22690
2621	156981	22631
2622	157038	22570
2623	157109	22512
2624	157176	22453
2625	157238	22394
2626	157298	22334
2627	157357	22274
2628	157422	22215
2629	157487	22155
2630	157555	22097
2631	157619	22038
2632	157685	21978
2633	157750	21919
2634	157817	21860
2635	157882	21801
2636	157945	21742
2637	158010	21683
2638	158071	21623
2639	158127	21562
2640	158193	21503
2641	158255	21444
2642	158311	21383
2643	158374	21324
2644	158434	21264
2645	158499	21205
2646	158554	21144
2647	158621	21085
2648	158685	21026
2649	158753	20967
2650	158817	20908
2651	158876	20848
2652	158940	20788
2653	159001	20728
2654	159070	20670
2655	159120	20608
2656	159176	20548
2657	159236	20488
2658	159301	20429
2659	159375	20371
2660	159437	20311
2661	159493	20251
2662	159554	20191
2663	159620	20132
2664	159683	20072
2665	159740	20012
2666	159802	19952
2667	159866	19893
2668	159935	19834
2669	159998	19775
2670	160067	19716
2671	160125	19656
2672	160189	19596
2673	160252	19537
2674	160315	19477
2675	160374	19417
2676	160436	19357
2677	160500	19298
2678	160574	19240
2679	160634	19180
2680	160696	19120
2681	160764	19061
2682	160826	19001
2683	160892	18942
2684	160955	18882
2685	161023	18824
2686	161082	18763
2687	161148	18704
2688	161206	18644
2689	161266	18584
2690	161328	18524
2691	161396	18465
2692	161467	18407
2693	161525	18346
2694	161585	18287
2695	161643	18226
2696	161710	18167
2697	161773	18108
2698	161836	18048
2699	161901	17989
2700	161965	17929
2701	162025	17869
2702	162087	17809
2703	162158	17751
2704	162251	17694
2705	162332	17636
2706	162399	17577
2707	162464	17518
2708	162529	17458
2709	162595	17399
2710	162658	17339
2711	162717	17279
2712	162778	17219
2713	162844	17160
2714	162906	17100
2715	162972	17041
2716	163032	16981
2717	163099	16922
2718	163164	16862
2719	163228	16802
2720	163290	16743
2721	163361	16684
2722	163432	16625
2723	163499	16566
2724	163566	16506
2725	163622	16446
2726	163688	16386
2727	163747	16326
2728	163808	16266
2729	163869	16206
2730	163931	16147
2731	163999	16087
2732	164054	16027
2733	164109	15966
2734	164177	15907
2735	164239	15847
2736	164292	15786
2737	164357	15727
2738	164427	15668
2739	164490	15608
2740	164553	15548
2741	164610	15488
2742	164671	15428
2743	164739	15369
2744	164810	15310
2745	164874	15250
2746	164933	15190
2747	164993	15130
2748	165059	15070
2749	165124	15011
2750	165186	14951
2751	165249	14891
2752	165316	14832
2753	165381	14772
2754	165459	14714
2755	165524	14654
2756	165625	14598
2757	165715	14540
2758	165804	14483
2759	165897	14425
2760	165994	14368
2761	166086	14311
2762	166171	14253
2763	166294	14198
2764	166434	14145
2765	166531	14088
2766	166608	14029
2767	166687	13970
2768	166770	13912
2769	166849	13853
2770	166933	13795
2771	167032	13738
2772	167102	13679
2773	167159	13618
2774	167220	13558
2775	167278	13498
2776	167362	13439
2777	167442	13380
2778	167511	13321
2779	167588	13262
2780	167665	13203
2781	167739	13144
2782	167817	13085
2783	167890	13026
2784	167957	12966
2785	168038	12907
2786	168124	12849
2787	168257	12794
2788	168320	12734
2789	168386	12674
2790	168450	12614
2791	168519	12554
2792	168579	12494
2793	168642	12433
2794	168703	12373
2795	168765	12313
2796	168821	12252
2797	168883	12192
2798	168945	12132
2799	169014	12072
2800	169070	12011
2801	169136	11951
2802	169194	11891
2803	169254	11830
2804	169328	11771
2805	169394	11711
2806	169457	11651
2807	169523	11591
2808	169578	11530
2809	169641	11470
2810	169703	11410
2811	169762	11349
2812	169831	11289
2813	169895	11229
2814	169958	11169
2815	170019	11109
2816	170077	11048
2817	170140	10988
2818	170201	10928
2819	170264	10867
2820	170329	10807
2821	170391	10747
2822	170452	10687
2823	170519	10627
2824	170583	10567
2825	170646	10506
2826	170711	10446
2827	170772	10386
2828	170838	10326
2829	170908	10266
2830	170974	10206
2831	171032	10145
2832	171085	10085
2833	171149	10024
2834	171214	9964
2835	171281	9904
2836	171340	9844
2837	171394	9783
2838	171458	9723
2839	171521	9663
2840	171582	9602
2841	171644	9542
2842	171705	9482
2843	171767	9421
2844	171823	9361
2845	171885	9300
2846	171946	9240
2847	172007	9180
2848	172069	9119
2849	172124	9059
2850	172190	8999
2851	172251	8938
2852	172323	8878
2853	172411	8819
2854	172494	8760
2855	172577	8701
2856	172672	8642
2857	172761	8583
2858	172848	8524
2859	172914	8464
2860	172992	8404
2861	173085	8345
2862	173187	8287
2863	173278	8228
2864	173352	8168
2865	173425	8108
2866	173503	8048
2867	173590	7989
2868	173666	7929
2869	173731	7869
2870	173784	7808
2871	173846	7748
2872	173906	7687
2873	173964	7626
2874	174026	7566
2875	174087	7505
2876	174148	7445
2877	174210	7384
2878	174278	7324
2879	174340	7264
2880	174399	7203
2881	174462	7143
2882	174526	7082
2883	174591	7022
2884	174647	6961
2885	174708	6901
2886	174771	6840
2887	174836	6780
2888	174900	6719
2889	174961	6659
2890	174993	6597
2891	175056	6537
2892	175117	6476
2893	175183	6416
2894	175239	6355
2895	175307	6295
2896	175367	6235
2897	175423	6174
2898	175483	6113
2899	175543	6053
2900	175607	5992
2901	175669	5932
2902	175737	5872
2903	175797	5811
2904	175854	5750
2905	175922	5690
2906	175986	5630
2907	176048	5569
2908	176103	5508
2909	176165	5448
2910	176227	5387
2911	176286	5327
2912	176347	5266
2913	176413	5206
2914	176478	5146
2915	176538	5085
2916	176597	5024
2917	176657	4964
2918	176726	4904
2919	176787	4843
2920	176845	4782
2921	176907	4722
2922	176968	4661
2923	177030	4601
2924	177087	4540
2925	177150	4480
2926	177211	4419
2927	177278	4359
2928	177334	4298
2929	177394	4238
2930	177462	4177
2931	177525	4117
2932	177587	4056
2933	177648	3996
2934	177717	3935
2935	177779	3875
2936	177839	3814
2937	177893	3754
2938	177954	3693
2939	178016	3632
2940	178080	3572
2941	178145	3512
2942	178209	3451
2943	178271	3391
2944	178326	3330
2945	178396	3270
2946	178458	3209
2947	178521	3148
2948	178577	3088
2949	178641	3027
2950	178702	2967
2951	178765	2906
2952	178832	2846
2953	178893	2785
2954	178949	2725
2955	179005	2664
2956	179063	2603
2957	179133	2543
2958	179198	2482
2959	179261	2422
2960	179324	2361
2961	179388	2301
2962	179448	2240
2963	179508	2180
2964	179571	2119
2965	179634	2059
2966	179700	1998
2967	179764	1938
2968	179826	1877
2969	179892	1817
2970	179948	1756
2971	180014	1695
2972	180073	1635
2973	180136	1574
2974	180198	1514
2975	180256	1453
2976	180322	1393
2977	180385	1332
2978	180450	1272
2979	180512	1211
2980	180579	1150
2981	180639	1090
2982	180701	1029
2983	180768	969
2984	180823	908
2985	180894	848
2986	180950	787
2987	181011	726
2988	181076	666
2989	181136	605
2990	181198	545
2991	181254	484
2992	181310	424
2993	181377	363
2994	181440	302
2995	181506	242
2996	181567	181
2997	181630	121
2998	181690	60
2999	181750	0
