iter	RMSE
1515	0.4516548053
1516	0.4516277641
1517	0.4515272271
1518	0.4513479418
1519	0.4512312044
1520	0.4511192311
1521	0.4510956259
1522	0.4510815251
1523	0.4509287113
1524	0.4508399443
1525	0.4507442902
1526	0.4506422194
1527	0.450575918
1528	0.450492778
1529	0.450374195
1530	0.4502706656
1531	0.4501903953
1532	0.4501061568
1533	0.4500122542
1534	0.4499743786
1535	0.4499498442
1536	0.4498259257
1537	0.4497848844
1538	0.4496546378
1539	0.4496034299
1540	0.449563537
1541	0.4494806415
1542	0.4494654701
1543	0.4494210086
1544	0.4493920564
1545	0.4493394817
1546	0.4493014599
1547	0.4491956592
1548	0.4491276616
1549	0.4490515252
1550	0.448950355
1551	0.4487810524
1552	0.448672435
1553	0.4486133903
1554	0.4485478412
1555	0.4484859996
1556	0.4484237388
1557	0.4483661795
1558	0.4483051152
1559	0.448247542
1560	0.4481986075
1561	0.4481229142
1562	0.4480518065
1563	0.4479412937
1564	0.4479409141
1565	0.4479084594
1566	0.4478360806
1567	0.4477371979
1568	0.447689872
1569	0.447606495
1570	0.4474613576
1571	0.4473782223
1572	0.4473451266
1573	0.4472094609
1574	0.4471259792
1575	0.4471088152
1576	0.4470649817
1577	0.4469893112
1578	0.4469010811
1579	0.4468837923
1580	0.4468389864
1581	0.4467788552
1582	0.4467141604
1583	0.4466658921
1584	0.4466153375
1585	0.4465674671
1586	0.446510791
1587	0.4464032429
1588	0.4463576359
1589	0.4463106358
1590	0.4462359541
1591	0.4462117479
1592	0.446142784
1593	0.4461067967
1594	0.4460494947
1595	0.4459243449
1596	0.4458458275
1597	0.4458244279
1598	0.445784147
1599	0.4457701162
1600	0.4457386105
1601	0.4456914227
1602	0.4456206242
1603	0.445608033
1604	0.4455295157
1605	0.4453846787
1606	0.4453051484
1607	0.4452220891
1608	0.4451223225
1609	0.4450164802
1610	0.4449584209
1611	0.4449244766
1612	0.4449156639
1613	0.4448555708
1614	0.4448115143
1615	0.4447040396
1616	0.4446717648
1617	0.444628415
1618	0.4445213245
1619	0.4445051556
1620	0.4444580701
1621	0.4444165208
1622	0.4443601662
1623	0.444312848
1624	0.4442343478
1625	0.444197688
1626	0.4440959484
1627	0.4439658038
1628	0.4439227149
1629	0.44388414
1630	0.4438332099
1631	0.4437425849
1632	0.4436979594
1633	0.4436592127
1634	0.4435467379
1635	0.4434892917
1636	0.4434466662
1637	0.4434349662
1638	0.4433442302
1639	0.443295558
1640	0.4432336583
1641	0.4431788796
1642	0.4431062823
1643	0.443002625
1644	0.4429444282
1645	0.442875702
1646	0.4428103084
1647	0.44278101
1648	0.4426787691
1649	0.4426045101
1650	0.4425051503
1651	0.4424132478
1652	0.4423569307
1653	0.4423140144
1654	0.4422766312
1655	0.4422365026
1656	0.4421741078
1657	0.4421054152
1658	0.442055779
1659	0.4419968289
1660	0.4419254412
1661	0.4418854641
1662	0.4417848433
1663	0.4416895095
1664	0.4416817002
1665	0.4416470969
1666	0.4416198818
1667	0.4415009338
1668	0.4414757939
1669	0.4414188968
1670	0.44137603
1671	0.4413532343
1672	0.4413109802
1673	0.4412404319
1674	0.4412276401
1675	0.4411276148
1676	0.4410523605
1677	0.4410217419
1678	0.4409603342
1679	0.4409144285
1680	0.4408570423
1681	0.4407620923
1682	0.4407382371
1683	0.4406108132
1684	0.4405405386
1685	0.4404865374
1686	0.4404086818
1687	0.440333173
1688	0.4402840697
1689	0.4402033916
1690	0.4402006473
1691	0.4401969165
1692	0.4401353537
1693	0.4401035991
1694	0.4400480049
1695	0.4399686162
1696	0.4398620582
1697	0.4397782909
1698	0.4397244159
1699	0.4396829871
1700	0.4395872012
1701	0.4395374521
1702	0.439452095
1703	0.4394328214
1704	0.4393231958
1705	0.4392891679
1706	0.4392570047
1707	0.439163216
1708	0.4390693684
1709	0.4390093714
1710	0.4389506046
1711	0.4389015602
1712	0.4388212886
1713	0.4387831401
1714	0.4386846711
1715	0.4386386169
1716	0.4385713992
1717	0.4384955367
1718	0.4384422576
1719	0.438360744
1720	0.4382975668
1721	0.4382762633
1722	0.4381936463
1723	0.4380527181
1724	0.4379894593
1725	0.4379257882
1726	0.437882597
1727	0.4378060396
1728	0.4376690915
1729	0.4376650069
1730	0.4376253584
1731	0.4375131036
1732	0.4374888148
1733	0.4373793696
1734	0.4373283168
1735	0.4372530593
1736	0.437198894
1737	0.437172862
1738	0.4370379097
1739	0.4369420538
1740	0.4368741075
1741	0.4367919607
1742	0.4367108529
1743	0.4366482497
1744	0.4365780391
1745	0.4364844178
1746	0.4364268682
1747	0.4363637034
1748	0.4363069909
1749	0.4362340656
1750	0.4361507489
1751	0.4360870862
1752	0.4360496948
1753	0.4359721582
1754	0.4359394828
1755	0.4358803845
1756	0.4358134153
1757	0.4357480098
1758	0.4356544369
1759	0.4355734068
1760	0.4355292963
1761	0.4354750852
1762	0.4354453578
1763	0.4353536336
1764	0.4352132514
1765	0.4351266175
1766	0.4350141031
1767	0.4349150154
1768	0.4348213296
1769	0.4347645905
1770	0.4347074694
1771	0.4346545736
1772	0.4346521526
1773	0.4346075951
1774	0.4345504499
1775	0.4344621639
1776	0.4343598697
1777	0.4343351942
1778	0.4342808624
1779	0.4341154074
1780	0.4340735501
1781	0.4340206804
1782	0.4339624981
1783	0.4338560529
1784	0.4337413791
1785	0.4335987334
1786	0.4335574096
1787	0.4334348141
1788	0.4334161537
1789	0.433349243
1790	0.4332795357
1791	0.4331841968
1792	0.4330457606
1793	0.4329088982
1794	0.4328687197
1795	0.4327501173
1796	0.4327154121
1797	0.4326097783
1798	0.4325313766
1799	0.4324831458
1800	0.4324408898
1801	0.4323632529
1802	0.432269323
1803	0.4322130079
1804	0.4321619307
1805	0.4321607208
1806	0.4321182347
1807	0.4320701487
1808	0.4320217207
1809	0.431958574
1810	0.4319051448
1811	0.4318426547
1812	0.431787785
1813	0.4317248431
1814	0.4316786237
1815	0.4316381284
1816	0.4315976675
1817	0.4315693518
1818	0.4315287555
1819	0.4314089414
1820	0.4313650813
1821	0.4313127864
1822	0.4312761893
1823	0.4311572362
1824	0.4311264013
1825	0.4310620708
1826	0.4310357324
1827	0.4309888828
1828	0.4309827219
1829	0.4309764915
1830	0.4308653661
1831	0.430770554
1832	0.4306779122
1833	0.4306314709
1834	0.4305656766
1835	0.4305277779
1836	0.4304840122
1837	0.4304424555
1838	0.4303926813
1839	0.4303274787
1840	0.4303009979
1841	0.4301842185
1842	0.4301256343
1843	0.4300908506
1844	0.4300466461
1845	0.4300337921
1846	0.4299845632
1847	0.4298987931
1848	0.4298531567
1849	0.4298046652
1850	0.4297846965
1851	0.4297459675
1852	0.4296782661
1853	0.4296316976
1854	0.429568986
1855	0.4295049287
1856	0.4294632486
1857	0.4294174239
1858	0.4293662563
1859	0.4292729755
1860	0.4292158093
1861	0.4291332575
1862	0.4290907247
1863	0.4290786403
1864	0.4290055346
1865	0.4289758316
1866	0.4289199661
1867	0.4288501035
1868	0.4288277118
1869	0.4287716334
1870	0.4287239253
1871	0.4286831157
1872	0.4286082124
1873	0.4285749792
1874	0.4285402231
1875	0.4284879268
1876	0.4284474049
1877	0.4284382203
1878	0.4283890145
1879	0.4283364289
1880	0.4282626661
1881	0.4281761006
1882	0.4281188479
1883	0.4280688164
1884	0.4280225356
1885	0.4279218585
1886	0.4279166641
1887	0.4278869506
1888	0.4277770884
1889	0.4276437898
1890	0.4276129459
1891	0.4275695471
1892	0.4274659602
1893	0.427368961
1894	0.4273570144
1895	0.4272538326
1896	0.4271490525
1897	0.4270972482
1898	0.4269582379
1899	0.4268892728
1900	0.4268546426
1901	0.4268060227
1902	0.4267544059
1903	0.4266831233
1904	0.4265355879
1905	0.4265300634
1906	0.4264739012
1907	0.4264155844
1908	0.4263663809
1909	0.4262937846
1910	0.4262259429
1911	0.4261591196
1912	0.426065855
1913	0.4259685643
1914	0.4259462961
1915	0.4258844573
1916	0.4258354965
1917	0.4257814214
1918	0.4257315018
1919	0.4256806512
1920	0.4255376926
1921	0.4254741412
1922	0.4254496217
1923	0.4254055281
1924	0.4253602802
1925	0.4253038999
1926	0.4252600426
1927	0.4251008473
1928	0.425063439
1929	0.4250631505
1930	0.4250216859
1931	0.4249438649
1932	0.4248871227
1933	0.4248725576
1934	0.424846711
1935	0.4247921974
1936	0.4247475253
1937	0.4247109218
1938	0.4246711678
1939	0.4246197141
1940	0.4245962657
1941	0.4245506724
1942	0.424538107
1943	0.4244876661
1944	0.4244686552
1945	0.4244192279
1946	0.4243324593
1947	0.424291307
1948	0.42425567
1949	0.4242100395
1950	0.4241535899
1951	0.424087239
1952	0.4239958803
1953	0.4239301135
1954	0.423891783
1955	0.4238513195
1956	0.4237907988
1957	0.4237509382
1958	0.4236832809
1959	0.4236450774
1960	0.4235743523
1961	0.4235120298
1962	0.4234714785
1963	0.4234101789
1964	0.4234046454
1965	0.4233611882
1966	0.4233436056
1967	0.4232473165
1968	0.4231573279
1969	0.4230770954
1970	0.4230015517
1971	0.422981393
1972	0.4229430385
1973	0.4228525315
1974	0.4227838715
1975	0.4227735286
1976	0.4227584349
1977	0.4226788697
1978	0.4226539192
1979	0.4225824169
1980	0.4224677931
1981	0.4224315728
1982	0.4223842915
1983	0.4223686694
1984	0.4223218697
1985	0.4222428602
1986	0.4222055159
1987	0.4221580371
1988	0.4221082837
1989	0.4220245802
1990	0.4219745647
1991	0.4219010918
1992	0.4218576087
1993	0.4218063094
1994	0.4217678243
1995	0.4217205618
1996	0.4216749528
1997	0.421598462
1998	0.4215758825
1999	0.4215414865
2000	0.4214953598
2001	0.4214209554
2002	0.4214134203
2003	0.4213824125
2004	0.4213659933
2005	0.4212920603
2006	0.4212560562
2007	0.4212170055
2008	0.4211649566
2009	0.4211573793
2010	0.4210630054
2011	0.4210189965
2012	0.420963543
2013	0.4209539394
2014	0.4209168606
2015	0.420911644
2016	0.4208541344
2017	0.4208526444
2018	0.4207865809
2019	0.4207384632
2020	0.4206832472
2021	0.4206425656
2022	0.4205862634
2023	0.420573156
2024	0.4205318355
2025	0.420501296
2026	0.4204602544
2027	0.4204237664
2028	0.42037308
2029	0.420361994
2030	0.4202923141
2031	0.420259425
2032	0.420188021
2033	0.4201468727
2034	0.4200704787
2035	0.4200176661
2036	0.4199749413
2037	0.4198898907
2038	0.419848582
2039	0.4197472986
2040	0.4196367492
2041	0.4196048711
2042	0.4195288558
2043	0.4194692501
2044	0.4194165902
2045	0.4194161239
2046	0.4193845759
2047	0.4193459429
2048	0.4193143859
2049	0.4192453407
2050	0.4191895402
2051	0.4191473624
2052	0.4191108011
2053	0.4190791073
2054	0.4190221926
2055	0.4189378715
2056	0.4188927964
2057	0.4188558011
2058	0.4188458035
2059	0.4187956734
2060	0.4187255837
2061	0.418645121
2062	0.4185076521
2063	0.4184764212
2064	0.4184451979
2065	0.4184065251
2066	0.4183354126
2067	0.4183078138
2068	0.4182935797
2069	0.4182096707
2070	0.4181734566
2071	0.4181568399
2072	0.4180371762
2073	0.4180340827
2074	0.4179997303
2075	0.4179499616
2076	0.4178137607
2077	0.4177985348
2078	0.4177608193
2079	0.4177227621
2080	0.4176259662
2081	0.41758771
2082	0.4175409882
2083	0.4174848141
2084	0.417442442
2085	0.4173893945
2086	0.4173030052
2087	0.4172516452
2088	0.417165554
2089	0.4171248689
2090	0.4170998149
2091	0.4170624177
2092	0.4170229198
2093	0.4169913479
2094	0.4169228732
2095	0.4168682528
2096	0.4168220504
2097	0.4167846262
2098	0.4167362486
2099	0.4166323383
2100	0.4166219632
2101	0.4166059422
2102	0.4165876009
2103	0.4165006103
2104	0.4164723628
2105	0.4164513552
2106	0.4164264422
2107	0.4163746832
2108	0.4163401924
2109	0.4162005762
2110	0.416159245
2111	0.416083227
2112	0.4159859328
2113	0.4159304507
2114	0.4159114949
2115	0.4158587132
2116	0.4158350354
2117	0.4157189127
2118	0.4156664853
2119	0.4156043366
2120	0.4155441637
2121	0.4155072418
2122	0.4154374564
2123	0.415393843
2124	0.4153478108
2125	0.4153097982
2126	0.4152634709
2127	0.4152044173
2128	0.4151492986
2129	0.4151182096
2130	0.4150855685
2131	0.4150506921
2132	0.4149956306
2133	0.4149852476
2134	0.4149344113
2135	0.4148598862
2136	0.4148554014
2137	0.414797594
2138	0.4147675513
2139	0.4147117091
2140	0.4146770226
2141	0.4146646108
2142	0.4146217438
2143	0.4145246293
2144	0.4145036784
2145	0.4144674193
2146	0.4144511492
2147	0.4144202937
2148	0.4143135776
2149	0.4142534372
2150	0.4141945754
2151	0.4140775245
2152	0.414041318
2153	0.4139878977
2154	0.4139677727
2155	0.4138761899
2156	0.4138352166
2157	0.4138036478
2158	0.4137879523
2159	0.4137643577
2160	0.4137063241
2161	0.4136468191
2162	0.4135668601
2163	0.4134733177
2164	0.4134137862
2165	0.4133535714
2166	0.4132633578
2167	0.4132040363
2168	0.4130974937
2169	0.4130393248
2170	0.4130031636
2171	0.4129378852
2172	0.4128833591
2173	0.4128200363
2174	0.4127636907
2175	0.4127153745
2176	0.4126502376
2177	0.4126414056
2178	0.412592458
2179	0.4125018379
2180	0.4124557162
2181	0.4123575652
2182	0.4123106622
2183	0.4122729407
2184	0.4122180587
2185	0.4121649667
2186	0.4120953027
2187	0.4120511169
2188	0.4119941399
2189	0.411915018
2190	0.4118958406
2191	0.4118124985
2192	0.4117688152
2193	0.4117331328
2194	0.4117117577
2195	0.4116610656
2196	0.4116142653
2197	0.4115889
2198	0.4115583728
2199	0.4114891146
2200	0.4114684191
2201	0.411379458
2202	0.4113409154
2203	0.4112601404
2204	0.411246526
2205	0.4111683629
2206	0.411108553
2207	0.4110621681
2208	0.4110172675
2209	0.4109763597
2210	0.4109216621
2211	0.410909136
2212	0.4108429274
2213	0.4108039538
2214	0.4107508494
2215	0.4107123229
2216	0.4106759041
2217	0.4106228006
2218	0.4105996028
2219	0.410562489
2220	0.4104664989
2221	0.4104276332
2222	0.4103785991
2223	0.4103724081
2224	0.4103248461
2225	0.4102890932
2226	0.4102710113
2227	0.4102127746
2228	0.4101618179
2229	0.410080046
2230	0.4099904887
2231	0.4098896534
2232	0.4098892225
2233	0.4098786678
2234	0.4098507282
2235	0.409832779
2236	0.4097842438
2237	0.4097072215
2238	0.4096833716
2239	0.4096412452
2240	0.409548565
2241	0.4094470593
2242	0.4093679624
2243	0.409306026
2244	0.4092556228
2245	0.4092061519
2246	0.4091616338
2247	0.4091386101
2248	0.4090958471
2249	0.408994354
2250	0.4089302465
2251	0.4088706257
2252	0.4088493459
2253	0.4087835959
2254	0.4087411058
2255	0.4087322699
2256	0.4086826921
2257	0.4086284267
2258	0.4085432161
2259	0.4085202229
2260	0.4084806624
2261	0.4084454011
2262	0.4083782183
2263	0.4083744272
2264	0.4083462151
2265	0.4082563466
2266	0.4082240883
2267	0.4082083834
2268	0.4081180511
2269	0.4080920624
2270	0.4080510687
2271	0.4080162972
2272	0.4079756457
2273	0.4079287943
2274	0.4078915826
2275	0.4078530191
2276	0.4078450269
2277	0.4077840621
2278	0.4076876337
2279	0.4075953622
2280	0.4075586057
2281	0.407494615
2282	0.4074703559
2283	0.4073934089
2284	0.4073664951
2285	0.4073512643
2286	0.4073228238
2287	0.4072838696
2288	0.4072657911
2289	0.4072008629
2290	0.4071612696
2291	0.4071414514
2292	0.4070843991
2293	0.4070449776
2294	0.4070023159
2295	0.4069490896
2296	0.4069042069
2297	0.4068802597
2298	0.4068763937
2299	0.4068079051
2300	0.4067884938
2301	0.4067244619
2302	0.4066239025
2303	0.4065859659
2304	0.4065450345
2305	0.4065163989
2306	0.406453611
2307	0.4063806144
2308	0.4063662589
2309	0.406348479
2310	0.4063115264
2311	0.4062390236
2312	0.4061665203
2313	0.4060989839
2314	0.4060280567
2315	0.4060175194
2316	0.4060017532
2317	0.405948466
2318	0.4059074881
2319	0.4058574199
2320	0.4057817249
2321	0.4057685019
2322	0.405710417
2323	0.4056942201
2324	0.4056206061
2325	0.4056096329
2326	0.4055623188
2327	0.4055007797
2328	0.4054290032
2329	0.4053364231
2330	0.4053057552
2331	0.4052077592
2332	0.4051389044
2333	0.4050204112
2334	0.4049867434
2335	0.4049407616
2336	0.4048711625
2337	0.4047449722
2338	0.4046693521
2339	0.4045962182
2340	0.4045701872
2341	0.4044775593
2342	0.4044293465
2343	0.404410317
2344	0.4043848586
2345	0.4043256174
2346	0.4042722325
2347	0.4042398743
2348	0.4042099563
2349	0.4041394597
2350	0.4040563678
2351	0.4040032989
2352	0.4039608953
2353	0.4039304221
2354	0.4038886168
2355	0.4038336653
2356	0.4037871181
2357	0.40373707
2358	0.4036802424
2359	0.4036295518
2360	0.4035328224
2361	0.4034928986
2362	0.4034549228
2363	0.4034473583
2364	0.4033837627
2365	0.403346352
2366	0.403323692
2367	0.4032637821
2368	0.4032246719
2369	0.4031577209
2370	0.4030201904
2371	0.4029720476
2372	0.4028647923
2373	0.4027894824
2374	0.4027280765
2375	0.4026818935
2376	0.4026433978
2377	0.4025932259
2378	0.4025526788
2379	0.4025212531
2380	0.4024347992
2381	0.4023683247
2382	0.4023112433
2383	0.4022917732
2384	0.4021941064
2385	0.4021449797
2386	0.4020960483
2387	0.4020414172
2388	0.4019946894
2389	0.4019406034
2390	0.4019200654
2391	0.4018763246
2392	0.4018147669
2393	0.4017537219
2394	0.401714279
2395	0.4016420802
2396	0.4015410672
2397	0.4014982704
2398	0.4014783077
2399	0.4014393229
2400	0.4014034877
2401	0.4013334197
2402	0.4013038171
2403	0.4012615376
2404	0.4012047213
2405	0.401146995
2406	0.4010677315
2407	0.4009947719
2408	0.4009817817
2409	0.4009710085
2410	0.4009328738
2411	0.4008741502
2412	0.4008156248
2413	0.400766238
2414	0.4007130876
2415	0.4006416927
2416	0.4005928138
2417	0.4005118119
2418	0.4004756587
2419	0.4004187892
2420	0.4004018892
2421	0.4003536514
2422	0.4003368404
2423	0.4003029138
2424	0.4003013473
2425	0.4002919806
2426	0.4002342782
2427	0.4001096036
2428	0.400076871
2429	0.4000583348
2430	0.4000118707
2431	0.3999623515
2432	0.3998841639
2433	0.3998632182
2434	0.3998159847
2435	0.3996965043
2436	0.399683738
2437	0.3996575274
2438	0.3996273862
2439	0.3996183488
2440	0.3996038958
2441	0.3995672395
2442	0.3994974341
2443	0.3994769567
2444	0.3994623418
2445	0.3994353985
2446	0.3993244873
2447	0.3992737531
2448	0.3991808538
2449	0.3991728015
2450	0.3991246819
2451	0.3990526786
2452	0.3990398027
2453	0.3990076826
2454	0.3989378514
2455	0.3988842222
2456	0.3988382821
2457	0.3988323215
2458	0.3987807158
2459	0.3987185826
2460	0.3986947136
2461	0.398619117
2462	0.3985614237
2463	0.3985189858
2464	0.398508922
2465	0.3984804493
2466	0.3984363505
2467	0.3983656273
2468	0.3983246546
2469	0.398316264
2470	0.3982621539
2471	0.3982532147
2472	0.3981189299
2473	0.3980614476
2474	0.3980090086
2475	0.3979883341
2476	0.3979588269
2477	0.397885074
2478	0.3978325435
2479	0.3978169357
2480	0.397735246
2481	0.3976642055
2482	0.3975894852
2483	0.3975551384
2484	0.3975549449
2485	0.3975015381
2486	0.3974586328
2487	0.3974478018
2488	0.3974140495
2489	0.3973436398
2490	0.3973008128
2491	0.3972597433
2492	0.3972513699
2493	0.397184503
2494	0.3970993834
2495	0.3970615423
2496	0.3970092401
2497	0.396996156
2498	0.3969370662
2499	0.3968790298
2500	0.3968062342
2501	0.3967592568
2502	0.3967272186
2503	0.3966928799
2504	0.3966608722
2505	0.3966334173
2506	0.3966030977
2507	0.3965953242
2508	0.3965172368
2509	0.396450429
2510	0.3963976582
2511	0.3963622314
2512	0.3963286055
2513	0.3962869231
2514	0.3962587776
2515	0.3961685484
2516	0.396126481
2517	0.3960833101
2518	0.3960831235
2519	0.3960736155
2520	0.3960419363
2521	0.396006814
2522	0.3959482611
2523	0.3959250808
2524	0.3959247935
2525	0.3958836575
2526	0.3958020635
2527	0.3957597965
2528	0.3957364532
2529	0.3956776748
2530	0.3956322642
2531	0.3956093114
2532	0.3955554577
2533	0.3955479984
2534	0.3955035692
2535	0.3954906484
2536	0.3954465107
2537	0.3953769266
2538	0.3953109603
2539	0.3952778383
2540	0.3952509786
2541	0.3952340837
2542	0.3951672963
2543	0.3950821888
2544	0.3950404909
2545	0.3950361075
2546	0.3949560952
2547	0.3948417933
2548	0.3948417719
2549	0.3948413985
2550	0.3948048713
2551	0.3947910884
2552	0.3947420122
2553	0.394681492
2554	0.3946415357
2555	0.3945929962
2556	0.3945349773
2557	0.394505812
2558	0.3944320195
2559	0.3943636003
2560	0.39435335
2561	0.3943056809
2562	0.3942521095
2563	0.3942175704
2564	0.3941579221
2565	0.3941450055
2566	0.394105783
2567	0.3940577818
2568	0.3940262848
2569	0.3939700774
2570	0.3938958807
2571	0.3938619129
2572	0.393779356
2573	0.3937567222
2574	0.393722067
2575	0.3936707016
2576	0.3935886767
2577	0.3935483329
2578	0.3934928345
2579	0.3934249596
2580	0.3933777923
2581	0.3933390492
2582	0.3932940067
2583	0.3932589499
2584	0.3932415238
2585	0.3931837989
2586	0.3931158628
2587	0.3930920285
2588	0.3930739205
2589	0.3930589951
2590	0.3930244557
2591	0.3929582756
2592	0.3929140035
2593	0.3929068116
2594	0.3928647996
2595	0.3928286991
2596	0.3927764529
2597	0.3927188126
2598	0.3926308837
2599	0.3925874172
2600	0.3925640382
2601	0.392555337
2602	0.3925175523
2603	0.3924747138
2604	0.3924002506
2605	0.3923749309
2606	0.3923355804
2607	0.3922950693
2608	0.3922300869
2609	0.3921436036
2610	0.3921388063
2611	0.3920336588
2612	0.3919549253
2613	0.3919227296
2614	0.3918785314
2615	0.3918680821
2616	0.391796959
2617	0.3917767665
2618	0.3917294482
2619	0.3916818198
2620	0.3916817522
2621	0.3916453479
2622	0.3915950147
2623	0.3915634195
2624	0.391546927
2625	0.3914859507
2626	0.3914389461
2627	0.3914389255
2628	0.3914025939
2629	0.3913683994
2630	0.3913324469
2631	0.3912802577
2632	0.3912594398
2633	0.3912056039
2634	0.3911642267
2635	0.3911501738
2636	0.391116623
2637	0.3911103679
2638	0.3910782642
2639	0.3910423828
2640	0.3910351939
2641	0.3909758392
2642	0.3908917277
2643	0.3908401402
2644	0.3908005224
2645	0.3907810533
2646	0.3907586809
2647	0.3907001034
2648	0.3906515037
2649	0.3906514586
2650	0.3906147294
2651	0.3905576211
2652	0.3905515874
2653	0.3904918017
2654	0.3904602347
2655	0.3904028862
2656	0.3903279187
2657	0.3902663371
2658	0.3902297951
2659	0.390225709
2660	0.3901835448
2661	0.3901411641
2662	0.3901264729
2663	0.3900752997
2664	0.3900749859
2665	0.3900380085
2666	0.3899967077
2667	0.3899958846
2668	0.38995693
2669	0.3899236572
2670	0.3899200389
2671	0.3898565577
2672	0.3898490156
2673	0.3898063753
2674	0.3897470835
2675	0.3897044191
2676	0.3896656525
2677	0.3896016845
2678	0.3895891167
2679	0.3895430237
2680	0.3894685836
2681	0.3894683384
2682	0.3894678616
2683	0.3894202652
2684	0.3894187911
2685	0.3893809851
2686	0.3893094754
2687	0.3893067846
2688	0.389296537
2689	0.3892320661
2690	0.38918214
2691	0.3891479148
2692	0.3891286665
2693	0.3890669619
2694	0.3890137228
2695	0.388980965
2696	0.388966101
2697	0.388911149
2698	0.3888694754
2699	0.3888360523
2700	0.3888128353
2701	0.388752772
2702	0.3886835705
2703	0.3886751844
2704	0.3886124395
2705	0.3885874777
2706	0.3885779281
2707	0.3885778306
2708	0.3885611964
2709	0.3885249532
2710	0.3884951827
2711	0.3884562069
2712	0.3884069044
2713	0.3883762328
2714	0.3883315529
2715	0.3882817138
2716	0.3881975599
2717	0.3881861223
2718	0.3881502085
2719	0.3880986832
2720	0.3880314516
2721	0.3880263465
2722	0.3879850786
2723	0.387978648
2724	0.3879732882
2725	0.3879270319
2726	0.3879240119
2727	0.3878854936
2728	0.3877678445
2729	0.3877268876
2730	0.3876844993
2731	0.3876844813
2732	0.3876352238
2733	0.3875966583
2734	0.3875651764
2735	0.3875247646
2736	0.3874478581
2737	0.3874096264
2738	0.3873644492
2739	0.3873179284
2740	0.3872283617
2741	0.387172103
2742	0.38712199
2743	0.3871219461
2744	0.3871009261
2745	0.3870431477
2746	0.3869844062
2747	0.386914065
2748	0.3868794491
2749	0.3867925701
2750	0.386738953
2751	0.3866879513
2752	0.3866620332
2753	0.3866064488
2754	0.3865888263
2755	0.3865537592
2756	0.3865285807
2757	0.3865151629
2758	0.3864725523
2759	0.386468588
2760	0.3863760399
2761	0.3863317881
2762	0.3863054454
2763	0.386255691
2764	0.3862240548
2765	0.386207117
2766	0.3861676959
2767	0.3861136325
2768	0.3860955615
2769	0.3860576684
2770	0.3860091407
2771	0.3859858628
2772	0.3859419657
2773	0.3858775651
2774	0.3858394386
2775	0.3858300883
2776	0.3857537423
2777	0.3856655639
2778	0.385633477
2779	0.3856071834
2780	0.3855445276
2781	0.3855171497
2782	0.3854676075
2783	0.385437213
2784	0.3853810597
2785	0.3853553929
2786	0.3852799507
2787	0.3852426959
2788	0.3851401622
2789	0.3850662885
2790	0.3850005949
2791	0.3849454766
2792	0.3848977622
2793	0.3848420611
2794	0.3848042591
2795	0.3847453964
2796	0.3846580807
2797	0.3846077171
2798	0.3845757213
2799	0.3845718457
2800	0.3845318002
2801	0.3844961946
2802	0.3844688615
2803	0.3843756905
2804	0.3843702375
2805	0.384313717
2806	0.384277749
2807	0.384229842
2808	0.3841982452
2809	0.3841870152
2810	0.384186989
2811	0.3841233892
2812	0.3841009748
2813	0.3840216065
2814	0.3839394114
2815	0.3838778212
2816	0.3838431188
2817	0.3837834042
2818	0.3837496929
2819	0.3837157862
2820	0.3836983483
2821	0.3836719817
2822	0.3836245616
2823	0.3835772046
2824	0.3835436968
2825	0.3835061048
2826	0.3834695852
2827	0.3833966333
2828	0.3833518091
2829	0.3833368309
2830	0.3833194157
2831	0.3832743022
2832	0.3832296698
2833	0.3831611701
2834	0.3831124309
2835	0.3830782643
2836	0.3830504155
2837	0.3830136647
2838	0.3829690644
2839	0.3829398478
2840	0.3828779683
2841	0.3827829453
2842	0.3827473483
2843	0.3827089028
2844	0.382671973
2845	0.3826009368
2846	0.3825156464
2847	0.3825135022
2848	0.3824651787
2849	0.3824129295
2850	0.3823901635
2851	0.3823458696
2852	0.382343917
2853	0.3823022727
2854	0.3823021762
2855	0.3823021157
2856	0.3822629338
2857	0.3822438103
2858	0.3821931465
2859	0.3821142673
2860	0.3820980148
2861	0.3820185111
2862	0.3819744738
2863	0.3819630017
2864	0.3819459532
2865	0.3818876318
2866	0.3817681567
2867	0.3817335689
2868	0.381732184
2869	0.3817144929
2870	0.3816785382
2871	0.3816397857
2872	0.3815628266
2873	0.3815350234
2874	0.3814908464
2875	0.3814322585
2876	0.38139726
2877	0.3813538506
2878	0.3813216205
2879	0.3812721391
2880	0.3812210733
2881	0.381164672
2882	0.381118454
2883	0.3810981787
2884	0.3810230464
2885	0.3809773298
2886	0.3809183192
2887	0.3809180931
2888	0.3808757403
2889	0.3808339896
2890	0.3808323658
2891	0.3807856661
2892	0.3807282714
2893	0.3806774343
2894	0.3806160726
2895	0.3805778383
2896	0.3805286038
2897	0.3804894784
2898	0.380445981
2899	0.3804459666
2900	0.3803848662
2901	0.3803655238
2902	0.3803654718
2903	0.3803256854
2904	0.3802781708
2905	0.3802516904
2906	0.3801966441
2907	0.3801481194
2908	0.3801237066
2909	0.380086112
2910	0.380046919
2911	0.3800299206
2912	0.3799813941
2913	0.3799735928
2914	0.3798976433
2915	0.3798429762
2916	0.3797754673
2917	0.3797328307
2918	0.3797084716
2919	0.3796874911
2920	0.3796495506
2921	0.379603401
2922	0.3795285697
2923	0.3795091706
2924	0.3794834615
2925	0.3794394022
2926	0.3793735541
2927	0.3793571545
