iter	RMSE
134	0.6141821487
135	0.6141469857
136	0.6141132075
137	0.6141131119
138	0.614101997
139	0.614101997
140	0.614060523
141	0.6140605111
142	0.6140603479
143	0.6140597602
144	0.6140059682
145	0.6139794616
146	0.6139709811
147	0.613877974
148	0.6138136376
149	0.6138135494
150	0.6138134599
151	0.6138129498
152	0.6137899558
153	0.613785716
154	0.6137856981
155	0.6137803554
156	0.6137666357
157	0.6137251496
158	0.6136413566
159	0.6136413566
160	0.6136412253
161	0.6135797659
162	0.6135261588
163	0.6135202113
164	0.6135192736
165	0.6135003881
166	0.6134570988
167	0.6134570988
168	0.6134140276
169	0.6134078081
170	0.6134069528
171	0.6133260746
172	0.6133123794
173	0.6133045602
174	0.6133000088
175	0.6132982521
176	0.6132940506
177	0.6132283201
178	0.6131941219
179	0.6131585623
180	0.6131570235
181	0.6131421435
182	0.6131103266
183	0.6130922127
184	0.6130621911
185	0.6129954716
186	0.612956574
187	0.6129142106
188	0.6129002997
189	0.6128994349
190	0.6128983656
191	0.6128974182
192	0.6127493002
193	0.6126192638
194	0.6126087872
195	0.6126018404
196	0.6125879682
197	0.6125874805
198	0.6125670877
199	0.6125337012
200	0.6124969662
201	0.6124943274
202	0.6124487545
203	0.6124487545
204	0.6124396887
205	0.6123849585
206	0.6123741362
207	0.6123703808
208	0.6122876726
209	0.6122388107
210	0.6121354178
211	0.6121022548
212	0.6120842609
213	0.6120794901
214	0.6120531765
215	0.6120426388
216	0.6120375152
217	0.6120375151
218	0.6120194651
219	0.6120194651
220	0.6120078644
221	0.6119881785
222	0.6119806312
223	0.6119616607
224	0.6118894715
225	0.6118812833
226	0.6118488026
227	0.611840916
228	0.6118259114
229	0.6117954052
230	0.611794992
231	0.6117943424
232	0.6117794442
233	0.6117764217
234	0.6116905571
235	0.6116905118
236	0.6116542565
237	0.6116508495
238	0.6116205651
239	0.6116196589
240	0.6115761421
241	0.6115693224
242	0.6115194103
243	0.611489018
244	0.6114866867
245	0.611484333
246	0.6114836732
247	0.6114836732
248	0.6114601859
249	0.6114601859
250	0.6114225858
251	0.6114203768
252	0.6114078823
253	0.6112796521
254	0.6112795218
255	0.6112736893
256	0.6112733621
257	0.6112733078
258	0.6112404262
259	0.6112339991
260	0.611227894
261	0.6112209765
262	0.6112089842
263	0.6112084193
264	0.6112054162
265	0.6112054162
266	0.6112025255
267	0.611159888
268	0.6111579396
269	0.611157692
270	0.6111465759
271	0.6111465759
272	0.611138612
273	0.6111375778
274	0.6111267322
275	0.6111265711
276	0.6111264002
277	0.6111240026
278	0.6111191268
279	0.6111191268
280	0.611117969
281	0.610973937
282	0.6109582126
283	0.6109321681
284	0.6109290355
285	0.6109290355
286	0.6109149036
287	0.6109094869
288	0.6108030225
289	0.6108029662
290	0.61080225
291	0.610798088
292	0.6107294903
293	0.6107034685
294	0.6107029628
295	0.6106383083
296	0.6105686931
297	0.6105630763
298	0.6105575775
299	0.6105573497
300	0.6105571913
301	0.6105471734
302	0.6105471173
303	0.6105470383
304	0.6105419735
305	0.6105211433
306	0.6104975317
307	0.6104939885
308	0.6104833731
309	0.6104519039
310	0.6104512656
311	0.6104482898
312	0.6104335214
313	0.6104335214
314	0.6104317131
315	0.6104317131
316	0.6103387707
317	0.6103355515
318	0.610334003
319	0.6103339694
320	0.6103332007
321	0.6102953811
322	0.6102906168
323	0.6102906168
324	0.6102620266
325	0.610143125
326	0.6101419345
327	0.6101364302
328	0.6100455598
329	0.609998791
330	0.6099733729
331	0.6099396581
332	0.6099034883
333	0.6098266435
334	0.609803157
335	0.609802218
336	0.6096834831
337	0.6096538756
338	0.609636723
339	0.6096354838
340	0.6095272593
341	0.6094270682
342	0.6094270682
343	0.6094232888
344	0.6094220774
345	0.6093982864
346	0.6093924185
347	0.6093923525
348	0.6093877811
349	0.6092988845
350	0.6092987053
351	0.6092673475
352	0.6092673474
353	0.6092548061
354	0.6092540118
355	0.6092539911
356	0.6092432718
357	0.6092404577
358	0.6092291316
359	0.6090422873
360	0.6090097318
361	0.6089347227
362	0.6089327481
363	0.6089256747
364	0.6089251553
365	0.6089165254
366	0.6089164584
367	0.6089164584
368	0.6088574278
369	0.6088248122
370	0.6088244554
371	0.6088133748
372	0.6087590572
373	0.6087345482
374	0.6087326223
375	0.6087021959
376	0.608700788
377	0.6086696052
378	0.6086502338
379	0.6086467072
380	0.6080133959
381	0.6079166937
382	0.6078889798
383	0.6076415563
384	0.6075533827
385	0.6075225789
386	0.6075225788
387	0.6075034496
388	0.6074981473
389	0.6074145513
390	0.607411466
391	0.6073646808
392	0.6073646808
393	0.6073062167
394	0.6072974213
395	0.6072475486
396	0.6071018149
397	0.6070818532
398	0.6070805143
399	0.6068978744
400	0.606888787
401	0.6068580876
402	0.6068580148
403	0.6068541726
404	0.606819239
405	0.6068093314
406	0.6068092633
407	0.6068082344
408	0.6066688404
409	0.6066316401
410	0.6065706961
411	0.606548715
412	0.6065477948
413	0.6065049458
414	0.6063634933
415	0.6060043623
416	0.6060040947
417	0.6058819989
418	0.6056053023
419	0.6055732965
420	0.6055718125
421	0.6055281786
422	0.6055023517
423	0.605392174
424	0.6051632132
425	0.6049153133
426	0.6048124678
427	0.6047722381
428	0.6047722381
429	0.6046705066
430	0.6043805596
431	0.6040821257
432	0.6040579625
433	0.6040565239
434	0.6040233723
435	0.6040159128
436	0.6040159096
437	0.6039051686
438	0.6038411603
439	0.6036400923
440	0.6034103824
441	0.6033819007
442	0.6031325472
443	0.6024404163
444	0.6016322338
445	0.6014446717
446	0.6014438871
447	0.6010937965
448	0.6009655991
449	0.6006341014
450	0.6003719158
451	0.6000135972
452	0.5997282706
453	0.5996459907
454	0.5995927116
455	0.5992379321
456	0.598865773
457	0.5984395385
458	0.5984391382
459	0.5977809644
460	0.5976114577
461	0.597303971
462	0.5969988725
463	0.5967803899
464	0.5965852607
465	0.5961338563
466	0.5954870015
467	0.5954779052
468	0.5949673326
469	0.5944399082
470	0.5941498038
471	0.594001138
472	0.5933701181
473	0.5927559847
474	0.5922452567
475	0.5916969138
476	0.5912489539
477	0.5909908528
478	0.5904767274
479	0.590122615
480	0.5895212909
481	0.5890100253
482	0.5886185903
483	0.5879837333
484	0.5874683112
485	0.5870786382
486	0.5867351487
487	0.5862411039
488	0.5861618477
489	0.5858143097
490	0.5852617805
491	0.5848341931
492	0.5842712732
493	0.5838246155
494	0.5834377954
495	0.5830744221
496	0.5827305563
497	0.5823110594
498	0.5819288379
499	0.5818490157
500	0.5814790496
501	0.5811231531
502	0.5806486458
503	0.5800111339
504	0.5797212076
505	0.5793718456
506	0.578972643
507	0.5787608365
508	0.5782682006
509	0.5778006173
510	0.5773910593
511	0.5769783953
512	0.57628409
513	0.5758043373
514	0.5754533167
515	0.5750363643
516	0.5748378854
517	0.5743242378
518	0.5738965745
519	0.5735785625
520	0.5732198273
521	0.5728589371
522	0.5725626472
523	0.5722073769
524	0.5716967677
525	0.5712234355
526	0.5708791295
527	0.5704907067
528	0.570067965
529	0.5698215206
530	0.569503294
531	0.5691056099
532	0.5688032968
533	0.5684671437
534	0.5681505057
535	0.5677664202
536	0.567447635
537	0.5671184342
538	0.5668172811
539	0.5663799769
540	0.5660889987
541	0.5658033594
542	0.5654795326
543	0.5650485978
544	0.5647103735
545	0.5644539326
546	0.5642162321
547	0.5639104169
548	0.5636906377
549	0.5634732327
550	0.5631588842
551	0.5628293656
552	0.5624812121
553	0.5622452877
554	0.5619620685
555	0.5615346113
556	0.5611294112
557	0.5609099703
558	0.5607024571
559	0.5603646438
560	0.5601204125
561	0.559900633
562	0.5596148147
563	0.5593999082
564	0.5590993078
565	0.5588160682
566	0.5585430955
567	0.5580568245
568	0.5578951262
569	0.5576511612
570	0.5574809307
571	0.5572543661
572	0.5570143504
573	0.5567534537
574	0.556474437
575	0.5562400332
576	0.5558359267
577	0.5555779555
578	0.5554062206
579	0.555058
580	0.554797555
581	0.5546255575
582	0.5543588031
583	0.5541173302
584	0.5539303548
585	0.5536329153
586	0.5534979122
587	0.5532770004
588	0.5531163848
589	0.5528729671
590	0.5523301191
591	0.552101878
592	0.5519675297
593	0.5517773398
594	0.5515603029
595	0.551345727
596	0.5511160262
597	0.5509500322
598	0.5507473802
599	0.5505688949
600	0.5504404483
601	0.5502474342
602	0.5500478927
603	0.5499073762
604	0.5496600145
605	0.5492873387
606	0.5490055632
607	0.5488164175
608	0.5487121028
609	0.5484030901
610	0.5481077636
611	0.5478712449
612	0.5476996892
613	0.5475251417
614	0.5473506989
615	0.5472520763
616	0.5470769239
617	0.5469111257
618	0.5466922891
619	0.5465017089
620	0.5462175458
621	0.5459603273
622	0.545705545
623	0.5455393885
624	0.545431638
625	0.5452341038
626	0.5447797718
627	0.5446063253
628	0.5444367376
629	0.5442684701
630	0.5439777961
631	0.5438290805
632	0.543735515
633	0.5436504783
634	0.5435075946
635	0.5432495574
636	0.5431518103
637	0.5430303462
638	0.5427631233
639	0.5425069543
640	0.5422931439
641	0.5421257296
642	0.5420209642
643	0.541895291
644	0.5416442757
645	0.5414540001
646	0.5410943126
647	0.5407921457
648	0.540396132
649	0.5402172276
650	0.5400188022
651	0.5397630016
652	0.539604633
653	0.5395059756
654	0.539339728
655	0.5390042278
656	0.538721998
657	0.5385272441
658	0.5381624958
659	0.5379608065
660	0.5376685724
661	0.5375478482
662	0.537442454
663	0.537366194
664	0.5371842744
665	0.537034636
666	0.5367536416
667	0.5366338378
668	0.5364301987
669	0.5362838321
670	0.5360006735
671	0.5357004006
672	0.5354970947
673	0.5354078312
674	0.5350937219
675	0.5349481144
676	0.5348681814
677	0.5346297769
678	0.5345102473
679	0.5344052984
680	0.5342279128
681	0.5341023164
682	0.533965229
683	0.5336968933
684	0.5334761432
685	0.5333019472
686	0.5331114329
687	0.5329624771
688	0.532787243
689	0.532698657
690	0.5323860046
691	0.5320936869
692	0.5320236681
693	0.5317061135
694	0.5315640206
695	0.5314428166
696	0.5314130315
697	0.5311625883
698	0.531098789
699	0.5309301364
700	0.5307447876
701	0.5305643348
702	0.5304451273
703	0.5303156551
704	0.5302261664
705	0.5299250456
706	0.5297422923
707	0.5295185561
708	0.5293941602
709	0.5292010903
710	0.5291693256
711	0.5290750089
712	0.52885725
713	0.5285055363
714	0.5282490497
715	0.5281680146
716	0.5280660959
717	0.5279547031
718	0.5278548516
719	0.527685586
720	0.5276183794
721	0.5274231459
722	0.5272807278
723	0.5271324769
724	0.5270074687
725	0.5268351587
726	0.5267296507
727	0.52655182
728	0.5264544921
729	0.526268116
730	0.5261413495
731	0.5260054983
732	0.5259890186
733	0.5258248917
734	0.5256992092
735	0.5255787512
736	0.5254317756
737	0.5252844276
738	0.5252662423
739	0.525173894
740	0.5250368336
741	0.5248943955
742	0.5246087413
743	0.5244590517
744	0.5243100711
745	0.5241938228
746	0.5239227039
747	0.5237944401
748	0.523688505
749	0.5235787025
750	0.5234075222
751	0.5233089162
752	0.5231390998
753	0.522981903
754	0.522822862
755	0.522658242
756	0.5225692049
757	0.5224556134
758	0.5223744902
759	0.5222694517
760	0.522131445
761	0.5220387774
762	0.5219392975
763	0.5218512376
764	0.5215221157
765	0.5214224061
766	0.521314355
767	0.5212329657
768	0.5210132508
769	0.520896875
770	0.5208380822
771	0.5207382713
772	0.5206270524
773	0.520450886
774	0.5202020311
775	0.5201267361
776	0.5199366274
777	0.5198074436
778	0.5197200955
779	0.5195218255
780	0.5195027512
781	0.5193928342
782	0.5192739005
783	0.5191810852
784	0.5191068581
785	0.5190118117
786	0.5189027575
787	0.5187242402
788	0.5184563873
789	0.5183452571
790	0.5182442596
791	0.5181519441
792	0.5180840427
793	0.5179772332
794	0.5178097294
795	0.5177178473
796	0.5175778043
797	0.5175152163
798	0.5173633503
799	0.5170507426
800	0.5169816346
801	0.5166611577
802	0.516554596
803	0.5164473752
804	0.5162770273
805	0.5160763255
806	0.5159910252
807	0.5158867471
808	0.5157585123
809	0.5156513001
810	0.5155775816
811	0.515471266
812	0.5153089574
813	0.5150961502
814	0.5149587349
815	0.514830981
816	0.5146856919
817	0.5145539112
818	0.5143951976
819	0.5143005309
820	0.5141664309
821	0.5140632345
822	0.5139487932
823	0.5138690339
824	0.5137746323
825	0.5136120045
826	0.5134540381
827	0.5133587989
828	0.5130467943
829	0.5129429875
830	0.5127893425
831	0.5126710314
832	0.5125789796
833	0.5123531897
834	0.512235657
835	0.5121593778
836	0.5119944805
837	0.5118567139
838	0.5117366587
839	0.5116327425
840	0.511524007
841	0.5114775018
842	0.511359163
843	0.5112921997
844	0.5112055288
845	0.5110654687
846	0.510966498
847	0.5108383246
848	0.5106758604
849	0.51046319
850	0.5103452539
851	0.5102919587
852	0.5101050225
853	0.5100256092
854	0.5099139747
855	0.5097915995
856	0.5096612669
857	0.5094729665
858	0.5092597355
859	0.5091878965
860	0.5090721833
861	0.5089207922
862	0.5087933441
863	0.5086802898
864	0.5085240159
865	0.5084237963
866	0.5083191023
867	0.5081899972
868	0.5081196734
869	0.5079879043
870	0.5077673504
871	0.5076187956
872	0.50751878
873	0.5073756951
874	0.5072804862
875	0.5071441284
876	0.507056288
877	0.5069109056
878	0.506794857
879	0.5067043926
880	0.506647517
881	0.5063681964
882	0.506273176
883	0.5061553475
884	0.5060580983
885	0.5059909334
886	0.5058397941
887	0.5057799479
888	0.5057077434
889	0.5056061703
890	0.5055477222
891	0.5054077486
892	0.5052054997
893	0.5050993795
894	0.5049403401
895	0.5046593997
896	0.5045338354
897	0.5044336404
898	0.5043468369
899	0.5042483679
900	0.5041815396
901	0.5041106217
902	0.5038465892
903	0.503806689
904	0.503710162
905	0.5035858887
906	0.503523704
907	0.5034213106
908	0.5033639274
909	0.5032387446
910	0.5030734453
911	0.5030310691
912	0.5028221888
913	0.5027684451
914	0.5026563426
915	0.502546055
916	0.5024958746
917	0.5024090272
918	0.5023228218
919	0.5021728122
920	0.5020362173
921	0.501988718
922	0.5019306326
923	0.5017461841
924	0.5016730521
925	0.501549315
926	0.5014649816
927	0.5013713438
928	0.5012332816
929	0.5011054633
930	0.501047797
931	0.5010062347
932	0.5008483018
933	0.5006794891
934	0.5006181956
935	0.5005018634
936	0.5004396249
937	0.5003464158
938	0.500206927
939	0.5000787165
940	0.4999856958
941	0.4998620007
942	0.499777513
943	0.4996006056
944	0.4995129182
945	0.4994098571
946	0.499213235
947	0.4991764752
948	0.4991194214
949	0.4989251226
950	0.4988987089
951	0.4988132014
952	0.4987381589
953	0.4986512661
954	0.4984836893
955	0.4984146244
956	0.4982222926
957	0.4979299982
958	0.4978528701
959	0.4977628974
960	0.4976804976
961	0.4975410737
962	0.4974641678
963	0.4973324623
964	0.497259211
965	0.4970858854
966	0.4969259094
967	0.4968293278
968	0.4967564188
969	0.4965825973
970	0.4965332614
971	0.4964406152
972	0.4964238198
973	0.4963316455
974	0.4962556808
975	0.496187609
976	0.4960436046
977	0.4959638908
978	0.4957696813
979	0.4957538491
980	0.4955080069
981	0.4954687381
982	0.495377221
983	0.4952050601
984	0.4950970492
985	0.49501189
986	0.4949703434
987	0.4949285105
988	0.4948635226
989	0.4948154727
990	0.4947976129
991	0.4946686285
992	0.4945155583
993	0.494462885
994	0.494369906
995	0.4943308004
996	0.494194545
997	0.4941020284
998	0.4939051471
999	0.4937959311
1000	0.4936390237
1001	0.4934132301
1002	0.4933084758
1003	0.4930523706
1004	0.4928805888
1005	0.4928228511
1006	0.4926942603
1007	0.4925775819
1008	0.4925610995
1009	0.4924333265
1010	0.4923575885
1011	0.4923053415
1012	0.4922862903
1013	0.4921958334
1014	0.4921446468
1015	0.4920673925
1016	0.4920660169
1017	0.4919995343
1018	0.4918918317
1019	0.4918160362
1020	0.4917560844
1021	0.4916719342
1022	0.4915427731
1023	0.4914497133
1024	0.4913681214
1025	0.4913543188
1026	0.4913105341
1027	0.4911306411
1028	0.4910108163
1029	0.4908971208
1030	0.4906902709
1031	0.4906029376
1032	0.490532041
1033	0.4904620039
1034	0.4903981475
1035	0.4903332131
1036	0.4902717623
1037	0.4901773549
1038	0.4900095716
1039	0.4899416366
1040	0.4898099815
1041	0.4895665858
1042	0.489555001
1043	0.4894466206
1044	0.4893464633
1045	0.4892791294
1046	0.4891539425
1047	0.4890095043
1048	0.489007575
1049	0.4888672812
1050	0.4888030828
1051	0.4886954969
1052	0.4886108691
1053	0.4884397177
1054	0.4882824587
1055	0.4882050307
1056	0.4879807144
1057	0.487906596
1058	0.4878696653
1059	0.4877311036
1060	0.487516629
1061	0.4872629206
1062	0.487194302
1063	0.4870998571
1064	0.4870263585
1065	0.4869589938
1066	0.4868036883
1067	0.4867406421
1068	0.486526066
1069	0.4864529155
1070	0.4863316647
1071	0.4862725048
1072	0.4862310628
1073	0.4860434592
1074	0.4858804803
1075	0.4857436328
1076	0.4856179402
1077	0.4856162652
1078	0.4855553217
1079	0.4854659153
1080	0.4853083371
1081	0.4851418784
1082	0.485055965
1083	0.484816947
1084	0.4847298785
1085	0.4846490871
1086	0.4845554385
1087	0.4844751394
1088	0.484424338
1089	0.4843385851
1090	0.4842018289
1091	0.4841080279
1092	0.4839374782
1093	0.483846165
1094	0.4838015551
1095	0.4837161162
1096	0.4836242769
1097	0.4835444735
1098	0.48349108
1099	0.4833337377
1100	0.4832412662
1101	0.4831724385
1102	0.4830365668
1103	0.4829525486
1104	0.4828165079
1105	0.4826479481
1106	0.4825997829
1107	0.4824897359
1108	0.4824214328
1109	0.4821951334
1110	0.4821711766
1111	0.482102688
1112	0.4820739117
1113	0.4818959867
1114	0.4818913758
1115	0.4818872196
1116	0.481788363
1117	0.481709812
1118	0.4816374431
1119	0.4815939195
1120	0.4814801972
1121	0.4814125355
1122	0.4813708085
1123	0.4812796744
1124	0.4812104323
1125	0.4811346772
1126	0.4810051651
1127	0.4809241004
1128	0.4808203617
1129	0.4807645669
1130	0.4806669565
1131	0.4806097501
1132	0.4805363018
1133	0.4803478751
1134	0.4802858086
1135	0.480054529
1136	0.4799401794
1137	0.4799006818
1138	0.4798360922
1139	0.4796628756
1140	0.4796337064
1141	0.479627946
1142	0.4795321975
1143	0.4794436871
1144	0.4793039405
1145	0.479219248
1146	0.4790253319
1147	0.4789635363
1148	0.4788993949
1149	0.4788668388
1150	0.4787173616
1151	0.4786601553
1152	0.4786037692
1153	0.4785220783
1154	0.4784337247
1155	0.4782598311
1156	0.4782086922
1157	0.4781877925
1158	0.4781070713
1159	0.478044504
1160	0.4779514241
1161	0.4778919623
1162	0.4778303683
1163	0.477777049
1164	0.4776955211
1165	0.4776021837
1166	0.4774851279
1167	0.4773874376
1168	0.4772802404
1169	0.4772022557
1170	0.4770603192
1171	0.4769860005
1172	0.476881986
1173	0.4768014663
1174	0.4767811346
1175	0.4767275623
1176	0.4766616686
1177	0.4765952999
1178	0.4764926265
1179	0.4764740081
1180	0.4763867971
1181	0.4763244782
1182	0.4762685112
1183	0.4761906325
1184	0.4760972309
1185	0.4759911812
1186	0.4759176432
1187	0.4757516243
1188	0.4756723463
1189	0.4756014939
1190	0.4756000257
1191	0.4755387091
1192	0.4754779216
1193	0.4754449617
1194	0.4753909402
1195	0.4753275642
1196	0.4751415759
1197	0.4750805904
1198	0.4749613471
1199	0.4748804811
1200	0.4748275043
1201	0.4747637103
1202	0.4746952995
1203	0.4746094877
1204	0.4745935536
1205	0.4745341708
1206	0.4744155468
1207	0.4743276392
1208	0.4742224459
1209	0.4741597353
1210	0.4740821872
1211	0.4739993451
1212	0.4739044408
1213	0.4738398488
1214	0.473781962
1215	0.4735667756
1216	0.4734232256
1217	0.4733666468
1218	0.4732738153
1219	0.473223249
1220	0.4730883015
1221	0.4730326575
1222	0.472916473
1223	0.4727138522
1224	0.4726421524
1225	0.4724752953
1226	0.4723255625
1227	0.4722483635
1228	0.4721944647
1229	0.4721534562
1230	0.4720952287
1231	0.4720142974
1232	0.4719103087
1233	0.4718394993
1234	0.4717725524
1235	0.4717117686
1236	0.471687909
1237	0.4716663243
1238	0.4715193986
1239	0.4715093717
1240	0.4714399132
1241	0.4713661472
1242	0.4712883225
1243	0.4712872861
1244	0.4711395372
1245	0.4711337422
1246	0.4710231709
1247	0.4709672208
1248	0.4708852449
1249	0.4708281332
1250	0.4706876038
1251	0.4706170565
1252	0.470530132
1253	0.4704298141
1254	0.47029702
1255	0.47015252
1256	0.4699965914
1257	0.4698866201
1258	0.4698761457
1259	0.4697565522
1260	0.469737821
1261	0.4696728386
1262	0.4696112634
1263	0.4695883492
1264	0.4695168454
1265	0.4694571015
1266	0.4693881348
1267	0.4692335126
1268	0.4691619197
1269	0.4691045614
1270	0.469049171
1271	0.4689769807
1272	0.4689417273
1273	0.4688555486
1274	0.4687523173
1275	0.4686548182
1276	0.468650137
1277	0.46855474
1278	0.4683499394
1279	0.4683197524
1280	0.4682481122
1281	0.4681793718
1282	0.4681016729
1283	0.4680485438
1284	0.4679789832
1285	0.4678805779
1286	0.4678399075
1287	0.46780009
1288	0.46772208
1289	0.4676609345
1290	0.4675750391
1291	0.4675445886
1292	0.4675010367
1293	0.467356509
1294	0.4673241988
1295	0.4672492581
1296	0.4672302242
1297	0.4671199736
1298	0.4670607328
1299	0.4669981005
1300	0.4669897649
1301	0.4669417027
1302	0.4668324909
1303	0.4667175019
1304	0.4666767794
1305	0.4666412739
1306	0.4665639337
1307	0.4664513361
1308	0.4663956308
1309	0.4663608065
1310	0.4662680343
1311	0.4661987727
1312	0.4661297316
1313	0.4661290407
1314	0.4660541462
1315	0.4659808531
1316	0.4658306923
1317	0.4657789706
1318	0.4657211477
1319	0.4656556008
1320	0.4655891268
1321	0.4655147795
1322	0.4654452204
1323	0.4653179087
1324	0.4652600242
1325	0.4652188389
1326	0.4651436997
1327	0.4650323151
1328	0.4649983959
1329	0.4649431288
1330	0.4649278068
1331	0.4648799939
1332	0.4647802169
1333	0.4646588861
1334	0.464591178
1335	0.4644619691
1336	0.464364029
1337	0.4643425713
1338	0.4642394818
1339	0.4642163678
1340	0.4642156496
1341	0.4640998326
1342	0.4640070669
1343	0.4639278386
1344	0.4638149231
1345	0.4637191704
1346	0.4636512773
1347	0.4635797891
1348	0.4635273717
1349	0.463439038
1350	0.4633461094
1351	0.463318109
1352	0.4632279959
1353	0.4630770073
1354	0.4630252988
1355	0.4629778524
1356	0.4629428017
1357	0.4627807831
1358	0.4627082797
1359	0.4626335184
1360	0.4625619025
1361	0.4625482343
1362	0.4625102551
1363	0.4624273328
1364	0.4622646748
1365	0.4621243034
1366	0.4620854987
1367	0.4620063948
1368	0.4619146015
1369	0.4618348613
1370	0.4617740616
1371	0.4616689316
1372	0.4616373272
1373	0.4615475382
1374	0.4614378673
1375	0.4613752869
1376	0.4613509665
1377	0.4611971631
1378	0.4611226549
1379	0.4610910613
1380	0.4610615055
1381	0.4610151734
1382	0.460986721
1383	0.4609189308
1384	0.4607792265
1385	0.4607725542
1386	0.4607663916
1387	0.460657354
1388	0.4605571246
1389	0.460449774
1390	0.4603981428
1391	0.4603470367
1392	0.460346219
1393	0.4603257665
1394	0.4602803521
1395	0.4601506341
1396	0.4600970139
1397	0.4600818973
1398	0.4600213589
1399	0.45996878
1400	0.4598728379
1401	0.4598233802
1402	0.4596774761
1403	0.4596123415
1404	0.4595573586
1405	0.4595094434
1406	0.4594525104
1407	0.4594131231
1408	0.4593553355
1409	0.4592605891
1410	0.4591808598
1411	0.4591248055
1412	0.4590661067
1413	0.4589617802
1414	0.4588993643
1415	0.4588149506
1416	0.458716199
1417	0.4586198721
1418	0.4585727162
1419	0.458431315
1420	0.4583498968
1421	0.4582869326
1422	0.4582378555
1423	0.4581995913
1424	0.4581530231
1425	0.4581103221
1426	0.4580626611
1427	0.4579690165
1428	0.4578980513
1429	0.4578083093
1430	0.4576067834
1431	0.4575346603
1432	0.4574046715
1433	0.4573552031
1434	0.4573288649
1435	0.4572671637
1436	0.4571757227
1437	0.4571111621
1438	0.4570432978
1439	0.4569308376
1440	0.4568829747
1441	0.4568145969
1442	0.4567438193
1443	0.4566595006
1444	0.4566131367
1445	0.4564690306
1446	0.4563498083
1447	0.456336454
1448	0.4562307706
1449	0.4561969274
1450	0.4561360329
1451	0.4560005707
1452	0.4559369412
1453	0.4558664655
1454	0.4557936621
1455	0.4557316082
1456	0.455687409
1457	0.4556325242
1458	0.4555790357
1459	0.4554160371
1460	0.4553489122
1461	0.4552698091
1462	0.4551625677
1463	0.4550681089
1464	0.4550611055
1465	0.4549836112
1466	0.4549124989
1467	0.4548180308
1468	0.4547736393
1469	0.4546448647
1470	0.4545921546
1471	0.454553161
1472	0.4544835137
1473	0.4544262709
1474	0.4543685154
1475	0.4542879946
1476	0.4542299396
1477	0.4541718031
1478	0.4541407835
1479	0.4541019921
1480	0.4540089006
1481	0.4539315092
1482	0.4538656869
1483	0.4538062296
1484	0.4537394557
1485	0.4535913501
1486	0.4534982985
1487	0.4534315886
1488	0.4533629709
1489	0.453305648
1490	0.4531973643
1491	0.4531506051
1492	0.4530936674
1493	0.4529916142
1494	0.4529134931
1495	0.4528144851
1496	0.4528018277
1497	0.4527237291
1498	0.452680178
1499	0.452628724
1500	0.4525682226
1501	0.4525362071
1502	0.4524447923
1503	0.4523576633
1504	0.4522907293
1505	0.4522122744
1506	0.4521713349
1507	0.4520340611
1508	0.4520115065
1509	0.4519356883
1510	0.4518942371
1511	0.4518460361
1512	0.4518317313
1513	0.4517845658
1514	0.4517339311
